"TH_T_U_UID_1","TH_T_U_UID_2"
186275,146148
186275,147880
186276,147880
186276,146148
186329,133569
186336,132995
186336,132994
186344,186552
186346,132578
186346,145544
186346,133054
186349,185723
186349,185725
186350,185724
186350,185722
186351,133982
186368,182328
186389,180124
186476,134463
186477,134463
186478,135539
186479,135539
186480,132752
186480,132783
186484,145507
186484,132280
186484,182197
186484,182198
186485,132076
186485,143505
186486,132076
186486,143505
186487,134457
186488,153843
186492,136644
186492,144465
186492,183881
186493,135337
186493,133611
186495,133423
186495,134530
186495,132173
186495,143600
186501,141113
186516,186178
186517,186178
186551,183097
186552,133051
186552,132531
186552,186344
186565,134339
186565,134294
186567,134370
186567,134422
186567,134778
186568,134422
186568,134778
186568,134370
186581,133278
186581,136836
186955,137331
187022,133041
187022,132938
187022,145578
187022,136626
187041,180845
187041,141194
187126,187161
187126,187136
187130,191226
187133,191279
187133,187140
187136,187161
187136,187126
187140,187133
187140,191279
187148,187152
187148,191293
187152,187148
187161,187126
187161,187136
187162,191182
187167,191180
187168,191276
187176,191257
190253,134284
190259,191189
190264,191249
190266,134169
190266,134181
190266,135525
190267,135525
190267,134169
190267,134181
190324,182301
190325,183931
190325,183930
190331,134609
190331,134209
190331,134622
190331,134264
190332,140616
190356,183597
190357,132713
190357,190358
190358,132713
190358,190357
190361,135557
190363,132781
190363,145083
190363,135599
190371,135104
190374,131987
190374,131988
190374,131989
190374,134386
190384,135294
190386,135749
190386,131644
190386,135748
190386,135294
190417,133573
190419,135835
190419,132834
190419,135834
190426,182375
191180,187167
191182,187162
191189,190259
191216,191278
191226,187130
191227,136868
191239,133257
191239,133263
191239,135104
191249,190264
191249,191311
191251,192400
191257,187176
191276,187168
191278,191216
191279,187140
191279,187133
191281,133839
191281,133986
191284,141361
191293,187148
191294,191310
191294,191295
191295,191294
191309,191312
191310,191294
191311,191249
191312,191309
191320,191321
191321,191320
191327,134095
191328,134026
191328,134028
191328,134029
191329,134028
191329,134029
191329,134026
191430,147103
191431,147103
191442,135347
191442,135341
191448,135148
191448,134148
191660,192358
191811,180233
191811,180241
191852,134200
191853,135310
191853,135910
191861,141380
191861,144863
191861,132551
191861,132446
191861,132495
191861,132493
191861,133309
191876,133853
191877,133773
191878,133777
191883,202774
191884,133481
191884,132286
191884,132326
191942,135608
192001,204811
192045,134082
192086,205442
192187,202755
192187,202752
192187,202754
192187,202753
192324,133414
192325,182099
192325,133778
192346,133553
192358,146126
192358,147873
192358,181876
192358,191660
192358,147909
192358,147397
192358,147168
192358,147164
192358,148205
192358,147166
192358,146141
192398,134468
192400,191251
192928,133339
192928,134720
192928,136826
192928,204808
192928,204807
193683,134227
193683,132060
195808,140924
195864,146336
195864,146763
195864,146337
195864,146355
195950,179945
195950,196522
195950,196519
196180,148187
196183,146841
196183,146585
196183,146840
196183,148187
196184,148187
196184,146841
196184,146585
196184,146840
196519,196522
196519,195950
196519,179945
196522,179945
196522,195950
196522,196519
196523,133136
196523,131760
196527,138424
196529,180102
196585,134035
196587,133761
196587,202791
196594,133841
196594,133809
196596,133028
196596,183893
196600,133363
196600,131680
196635,180061
196635,179693
196677,139916
196677,140978
197139,148187
197171,141237
197183,134326
197237,197238
197238,197237
197263,138592
197291,141047
197292,141047
197341,133865
197424,132352
197425,183904
197608,134079
202700,179656
202701,179866
202701,179562
202704,133825
202717,133114
202717,133391
202717,183426
202731,133343
202731,131576
202731,133331
202731,145065
202731,145043
202731,135055
202748,141175
202749,132545
202749,132549
202749,132487
202749,132801
202749,132383
202750,132487
202750,132549
202750,132801
202750,132545
202750,132383
202751,132383
202751,132801
202751,132549
202751,132545
202751,132487
202752,132961
202752,192187
202752,133052
202752,177657
202752,133183
202753,192187
202753,177657
202753,133183
202753,132961
202753,133052
202754,133183
202754,192187
202754,132961
202754,133052
202754,177657
202755,132961
202755,133052
202755,177657
202755,192187
202755,133183
202769,132883
202769,132886
202769,132292
202769,132881
202774,191883
202774,145515
202774,132287
202783,132150
202790,134402
202790,132700
202791,196587
202795,185330
202796,185330
202807,134050
202807,132272
202839,146106
202839,146064
202848,133373
202848,139312
202848,134692
202850,139312
202850,134692
202850,182143
202850,133373
202852,133373
202852,134692
202853,133373
202853,134692
202854,133373
202854,134692
202855,139302
202855,134692
202856,133373
202856,134692
202857,133373
202857,135826
202858,134692
202858,133373
202859,133373
202859,134692
202860,134692
202860,133373
202862,133373
202862,134692
202862,139312
202863,134692
202863,133373
202863,139312
202864,134692
202864,139312
202864,133373
202865,139312
202865,133373
202865,134692
202866,134692
202866,133373
202868,134692
202868,133373
202869,134692
202869,133373
202872,133373
202872,134490
202872,134692
202873,134692
202873,133373
202878,202879
202879,202878
202892,134339
202892,134294
202893,132198
202896,134169
202896,134194
202896,134167
202896,134168
202896,134170
202956,135101
202956,131799
202957,131799
202958,131799
202958,135513
202960,133075
204082,204810
204100,135311
204100,136839
204100,136838
204109,136842
204137,205351
204138,205351
204207,133347
204209,136838
204209,135311
204209,136839
204262,136715
204263,136715
204733,135968
204733,140658
204733,185314
204794,136840
204800,206849
204807,133393
204807,192928
204808,192928
204808,133393
204809,141381
204810,204082
204811,132208
204811,192001
204811,132497
204828,135539
205335,134203
205337,134200
205351,204137
205351,204138
205441,135101
205441,145885
205442,131553
205442,133320
205442,143597
205442,192086
205443,143597
205443,131551
205443,131553
205443,133320
205444,133320
205444,143597
205444,144825
205444,131553
205452,136847
205452,136848
205461,134139
205500,132008
205500,134328
205501,132008
205501,134328
205502,133986
205503,133986
205553,183736
205572,135132
205694,145423
205694,132556
205714,185723
205714,185725
205754,133590
205754,134074
205754,131791
205754,145072
205754,131942
205755,132050
205755,185310
205755,135338
205756,179641
205773,177414
205773,132640
205773,135452
205841,135303
205841,135106
205841,131836
205841,131789
205841,135056
206601,134307
206601,134308
206601,131612
206603,181609
206752,144443
206782,133756
206787,140002
206788,140002
206795,144104
206795,134453
206796,135344
206796,135345
206796,135343
206804,134205
206804,134200
206804,134306
206846,136721
206846,132305
206847,136842
206849,204800
206853,178700
206854,178700
206855,178701
206859,178691
