"TH_T_U_UID","TERM","CLA_GR_UID","BROAD_TERM_U_UID","TOP_TERM_U_UID"
137695,"MEDAL",128,139124,139781
138615,"MEDALLION",128,139124,139781
139265,"MEDICAL CONTAINER",128,139247,138721
139711,"MEDICAL CONTAINER",128,139149,139149
137283,"MEDICAL IMPLEMENT",128,139149,139149
137284,"MEDICAL PLATE",128,139149,139149
139149,"MEDICINE AND PHARMACY",128,,139149
139716,"MEDICINE BOTTLE",128,139711,139149
138817,"MEDICINE BOTTLE",128,139265,138721
138616,"MELON BEAD",128,138395,137103
193458,"MERCURY JAR",128,193446,138721
193457,"MERCURY JAR",128,193432,138721
139872,"METAL WORKING DEBRIS",128,139871,139864
139776,"METHER",128,139252,138721
139777,"METHER",128,139661,137106
139539,"MICROBURIN",128,139862,139864
193358,"MICRODENTICULATE",128,193357,138899
138289,"MICRODENTICULATE",128,138290,138899
193367,"MICROLITH",128,139852,138899
138291,"MICROLITH",128,138899,138899
137289,"MICROSCOPE",128,139148,139148
137352,"MILESTONE",128,139148,139148
185660,"MILITARY EQUIPMENT",128,138899,138899
137175,"MILITARY STANDARD",128,139781,139781
191590,"MILK BOTTLE",128,140994,138721
138821,"MILK BOTTLE",128,138736,138721
138822,"MILK CHURN",128,139249,138721
139233,"MILKING VESSEL",128,137098,137098
139232,"MILKING VESSEL",128,139253,138721
185158,"MILL PADDLE",128,137098,137098
179379,"MILLEFIORI CANE",128,139864,139864
137762,"MILLSTONE",128,139235,137098
138951,"MILLSTONE",128,139154,138899
139751,"MILLSTONE ROUGHOUT",128,139750,139864
185136,"MINE",128,139109,137109
139873,"MINIATURE OBJECT",128,137113,137113
139541,"MIRROR",128,138453,137107
139540,"MIRROR CASE",128,139247,138721
140985,"MISERICORD (DAGGER)",128,137162,137109
139874,"MISERICORD (SEAT)",128,138453,137107
184569,"MITE REMAINS",128,183453,137105
138477,"MOCCASIN",128,139118,137103
138383,"MODEL",128,137113,137113
137139,"MOLLUSCA REMAINS",128,183448,137105
138823,"MONEY BOX",128,139258,138721
139545,"MONSTRANCE",128,137111,137111
139544,"MONSTRANCE",128,139262,138721
139875,"MOOD",128,139864,139864
137351,"MOONDIAL",128,139151,139148
139547,"MORSE",128,139384,137103
138824,"MORTAR (VESSEL)",128,139253,138721
139704,"MORTAR (VESSEL)",128,139690,137106
137874,"MORTAR (WEAPON)",128,139111,137109
206605,"MORTAR BOMB",128,139112,137109
186555,"MORTAR STONE",128,139170,138899
139705,"MORTARIUM",128,139690,137106
138825,"MORTARIUM",128,139253,138721
138241,"MOSAIC",128,137099,137099
184586,"MOSS",128,141032,137105
138382,"MOULD",128,139163,138899
138052,"MOULDING",128,138279,137099
138952,"MOULDING CHISEL",128,138915,138899
139163,"MOULDING EQUIPMENT",128,138899,138899
186557,"MOULDSTONE",128,139163,138899
179380,"MOUNT",128,137113,137113
138550,"MUFF",128,139122,137103
193594,"MUG",128,139277,138721
139671,"MUG",128,139661,137106
138826,"MUG",128,139252,138721
191736,"MULLER",128,139235,137098
139548,"MULLER",128,139154,138899
193528,"MULTI HANDLED BOWL",128,193505,137106
193522,"MULTI HANDLED BOWL",128,193492,138721
193532,"MULTI HANDLED BOWL",128,193518,138721
193478,"MULTI HANDLED JAR",128,193471,138721
193474,"MULTI HANDLED JAR",128,193470,138721
193517,"MULTIPLE BOWL",128,140990,138721
193491,"MULTIPLE BOWL",128,138737,138721
193504,"MULTIPLE BOWL",128,139679,137106
193553,"MULTIPLE DISH",128,140993,138721
193541,"MULTIPLE DISH",128,138781,138721
193547,"MULTIPLE DISH",128,139682,137106
193365,"MULTIPLE PLATFORM CORE",128,139843,139864
139104,"MUSIC",128,,139104
137484,"MUSICAL BOX",128,139188,139104
139787,"MUSICAL INSTRUMENT",128,139104,139104
139191,"MUSICAL INSTRUMENT <BY AIR>",128,141066,139104
139185,"MUSICAL INSTRUMENT <BY MEMBRANE>",128,141066,139104
141066,"MUSICAL INSTRUMENT <BY SOUND PRODUCTION>",128,139787,139104
139188,"MUSICAL INSTRUMENT <BY STRING>",128,141066,139104
139182,"MUSICAL INSTRUMENT <INTEGRAL>",128,141066,139104
138827,"MUSICAL INSTRUMENT CASE",128,139247,138721
139625,"MUSICAL INSTRUMENT COMPONENT",128,139104,139104
137223,"MUSKET",128,137871,137109
137224,"MUSKET BALL",128,139112,137109
185154,"MUSSEL SHELL",128,184573,137105
137635,"MUZZLE",128,139938,139938
138242,"NAIL",128,138211,137113
139876,"NAIL CLEANER",128,139137,137103
138129,"NAIL CLIPPER",128,139137,137103
138953,"NAIL EXTRACTOR",128,139157,138899
138130,"NAIL FILE",128,139137,137103
185166,"NAMEBOARD",128,138276,137113
183475,"NAUHEIM DERIVATE BROOCH",128,138568,137103
138617,"NECK RING",128,139123,137103
138549,"NECK TIE",128,139122,137103
193580,"NECKED CUP",128,139664,137106
193572,"NECKED CUP",128,138778,138721
193588,"NECKED CUP",128,140999,138721
138548,"NECKERCHIEF",128,139122,137103
138618,"NECKLACE",128,139123,137103
138954,"NEEDLE",128,139161,138899
138828,"NEEDLE HOLDER",128,139247,138721
183455,"NEMATODE REMAINS",128,183448,137105
179381,"NET",128,137113,137113
139240,"NET FLOAT",128,139229,137098
137765,"NET SINKER",128,139896,137098
138955,"NETTING NEEDLE",128,138954,138899
139550,"NOCTURNAL",128,137308,139148
184574,"NON MARINE MOLLUSCA REMAINS",128,137139,137105
191639,"NOSE BAG",128,139678,137106
137656,"NOSE BAG",128,139250,138721
196513,"NOTCH",128,196507,138899
193356,"NOTCH",128,139152,138899
138402,"NOZZLE",128,137113,137113
138243,"NUT (FASTENING)",128,138211,137113
139740,"NUT CRACKERS",128,139724,137106
186501,"OAKUM",128,137113,137113
137435,"OAR",128,139217,137112
185160,"OCTANT",128,137308,139148
137253,"OCULISTS STAMP",128,137397,138899
139879,"OFFCUT",128,139408,139864
139880,"OFFERING BOWL",128,138829,138721
139881,"OFFERING DISH",128,138829,138721
139882,"OFFERING JAR",128,138829,138721
139883,"OFFERING PLATE",128,138829,138721
139884,"OFFERING TRAY",128,138829,138721
138829,"OFFERING VESSEL",128,139262,138721
141069,"OGHAM STONE",128,137111,137111
139719,"OINTMENT JAR",128,139711,139149
138836,"OINTMENT JAR",128,139265,138721
137552,"OPIUM PIPE",128,138634,137103
139804,"ORACLE BONE",128,139422,137111
137513,"ORGAN",128,139193,139104
184584,"ORGANIC MATERIAL",128,137105,137105
137974,"OSSUARY",128,139412,137111
184572,"OSTRACOD REMAINS",128,183452,137105
139120,"OUTERWEAR",128,139117,137103
138180,"OVEN",128,139218,137623
137654,"OX SHOE",128,139939,139938
139885,"OYSTER SHELL",128,184573,137105
137434,"PADDLE",128,139217,137112
138244,"PADLOCK",128,138238,138899
141100,"PADLOCK KEY",128,138228,138899
138245,"PADLOCK KEY BLANK",128,138229,139864
191247,"PAGE HOLDER",128,137113,137113
137383,"PAINT BRUSH",128,139224,137102
137712,"PAINT BRUSH",128,138316,138899
140981,"PAINTED GLASS (WINDOW)",128,139778,137099
184598,"PALEOSOL",128,184588,137105
139930,"PALETTE (ARMOUR)",128,137815,137109
137711,"PALETTE (ARTISTS)",128,138899,138899
138103,"PALETTE (COSMETIC)",128,139132,137103
138054,"PALING",128,137983,137099
137973,"PALL",128,137111,137111
185159,"PALM",128,139001,138899
141009,"PALM CUP",128,139252,138721
141010,"PALM CUP",128,139661,137106
141097,"PALSTAVE",128,141087,138899
139699,"PAN",128,139694,137106
138837,"PAN",128,139254,138721
137488,"PAN PIPE",128,139193,139104
139706,"PANCHEON",128,139690,137106
138697,"PANCHEON",128,139253,138721
138056,"PANEL",128,138279,137099
139779,"PANTILE",128,138075,137099
141085,"PAPER",128,139224,137102
138305,"PAPER WEIGHT",128,139224,137102
184720,"PAPERCLIP",128,138211,137113
137384,"PAPYRUS",128,139221,137102
137225,"PARADE ARMOUR",128,137816,137109
184570,"PARASITE REMAINS",128,183451,137105
138620,"PARASOL",128,139125,137103
137385,"PARCHMENT",128,139221,137102
137386,"PARCHMENT PRICKER",128,139224,137102
139069,"PARGETTING MOULD",128,138382,138899
139707,"PARTING VESSEL",128,139260,138721
137972,"PATEN",128,139801,137111
138487,"PATTEN",128,139118,137103
139551,"PATTERN",128,139864,139864
137971,"PAX",128,137111,137111
193407,"PEAR SHAPED JUG",128,138807,138721
193391,"PEAR SHAPED JUG",128,139658,137106
193376,"PEAR SHAPED JUG",128,140992,138721
184599,"PEAT",128,184588,137105
196643,"PEBBLE MACE",128,137220,137109
141056,"PECK",128,137353,139148
141057,"PECK",128,139649,138721
138621,"PECTORAL",128,139123,137103
139637,"PEDAL (MUSIC)",128,139625,139104
193564,"PEDESTAL BEAKER",128,139662,137106
193567,"PEDESTAL BEAKER",128,141001,138721
193561,"PEDESTAL BEAKER",128,138734,138721
193501,"PEDESTAL BOWL",128,139679,137106
193488,"PEDESTAL BOWL",128,138737,138721
193514,"PEDESTAL BOWL",128,140990,138721
193590,"PEDESTAL CUP",128,140999,138721
193574,"PEDESTAL CUP",128,138778,138721
193582,"PEDESTAL CUP",128,139664,137106
193550,"PEDESTAL DISH",128,140993,138721
193544,"PEDESTAL DISH",128,139682,137106
193538,"PEDESTAL DISH",128,138781,138721
193631,"PEDESTAL LAMP",128,138168,137623
139730,"PEELER",128,139724,137106
138246,"PEG",128,138211,137113
206851,"PEG TILE",128,138075,137099
193417,"PEGAU",128,193377,138721
193456,"PEGAU",128,193408,138721
193455,"PEGAU",128,193392,137106
137387,"PEN",128,139224,137102
138622,"PENANNULAR BROOCH",128,138570,137103
138623,"PENANNULAR RING",128,139123,137103
137388,"PENCIL",128,139224,137102
138624,"PENDANT",128,139123,137103
137350,"PENDULUM",128,139148,139148
138535,"PENIS SHEATH",128,139120,137103
138957,"PENKNIFE",128,138293,138899
139110,"PERCUSSIVE WEAPON",128,140984,137109
139886,"PERFORATED OBJECT",128,137113,137113
138839,"PERFUME BOTTLE",128,139263,138721
184611,"PERIGLACIAL DEPOSIT",128,184588,137105
139125,"PERSONAL ACCESSORY",128,137103,137103
139133,"PERSONAL GROOMING AND HYGIENE ITEM",128,139131,137103
139264,"PERSONAL HYGIENE CONTAINER",128,139247,138721
139128,"PERSONAL ORNAMENT",128,137103,137103
139124,"PERSONAL SYMBOL",128,139781,139781
191737,"PESTLE",128,139235,137098
138307,"PESTLE",128,139154,138899
137801,"PETROGLYPH",128,137113,137113
138457,"PEW",128,138459,137107
137970,"PHALLIC OBJECT",128,137111,137111
138840,"PHIAL",128,139260,138721
137969,"PHYLACTERY",128,139414,137111
137766,"PICK",128,139160,138899
137767,"PICKAXE",128,139160,138899
138427,"PICTURE FRAME",128,138421,137113
139887,"PIER",128,138279,137099
139161,"PIERCING EQUIPMENT",128,138899,138899
138306,"PIGMENT CONTAINER",128,139247,138721
191839,"PIKE",128,140965,137098
191837,"PIKE",128,140952,137109
137226,"PIKE",128,137909,137109
138062,"PILASTER",128,139887,137099
141070,"PILGRIM BADGE",128,139414,137111
141071,"PILGRIM BADGE",128,139124,139781
139720,"PILL BOX",128,139711,139149
138842,"PILL BOX",128,139265,138721
139888,"PILLAR",128,138279,137099
137678,"PILLORY",128,139809,139809
138458,"PILLOW",128,139213,137107
139383,"PIN",128,138211,137113
139071,"PIN CUSHION",128,138899,138899
138960,"PINCERS",128,139157,138899
182122,"PINNERS BONE",128,139157,138899
138247,"PINTLE",128,138211,137113
140976,"PIPE (ARCHITECTURAL)",128,138279,137099
138634,"PIPE (SMOKING)",128,139125,137103
139900,"PIPE CLEANER",128,139125,137103
139891,"PIPE RACK",128,138899,138899
138635,"PIPE TAMPER",128,139125,137103
193425,"PIPKIN",128,139277,138721
139708,"PIPKIN",128,139690,137106
138843,"PIPKIN",128,139253,138721
139552,"PISCINA",128,139262,138721
137228,"PISTOL",128,137868,137109
138844,"PITCHER",128,139251,138721
140998,"PITCHER",128,139277,138721
139659,"PITCHER",128,139652,137106
137768,"PITCHFORK",128,137098,137098
138961,"PITCHFORK",128,138899,138899
137389,"PLAN",128,137102,137102
138962,"PLANE",128,139162,138899
138063,"PLANK",128,137983,137099
138963,"PLANO CONVEX KNIFE",128,138293,138899
141032,"PLANT MACRO REMAINS",128,141031,137105
141034,"PLANT MICRO REMAINS",128,141031,137105
141031,"PLANT REMAINS",128,137105,137105
137698,"PLAQUE",128,137113,137113
138845,"PLATE",128,139250,138721
139683,"PLATE",128,139678,137106
137229,"PLATE ARMOUR",128,137817,137109
139127,"PLATE BROOCH",128,138570,137103
139684,"PLATTER",128,139678,137106
138846,"PLATTER",128,139250,138721
183480,"PLAYING CARD",128,137110,137110
139639,"PLECTRUM",128,139625,139104
138964,"PLIERS",128,139157,138899
137769,"PLOUGH",128,139244,137098
137509,"PLUCKED STRING INSTRUMENT",128,141123,139104
138249,"PLUG",128,138261,137113
140693,"PLUG BAYONET",128,137189,137109
138965,"PLUMB BOB",128,138899,138899
138406,"PLUME",128,139122,137103
137230,"POIGNARD",128,137162,137109
138294,"POINT",128,139161,138899
138966,"POKER",128,138899,138899
139745,"POKER",128,139744,137623
183667,"POLDEN HILL BROOCH",128,138568,137103
138308,"POLE",128,137113,137113
183434,"POLE AXE",128,183432,137109
137231,"POLE AXE",128,137896,137109
141094,"POLISHED AXEHEAD",128,141087,138899
139556,"POLISHED KNIFE",128,138293,138899
138967,"POLISHER",128,139162,138899
139072,"POLISHING IRON",128,139162,138899
141033,"POLLEN",128,141031,137105
141007,"POMMANDER",128,139263,138721
138847,"PORRINGER",128,139250,138721
139685,"PORRINGER",128,139678,137106
179382,"PORTABLE SHRINE",128,137111,137111
185168,"PORTHOLE",128,139780,139780
139672,"POSSET POT",128,139661,137106
138848,"POSSET POT",128,139252,138721
139889,"POST",128,138279,137099
138849,"POT",128,139249,138721
138703,"POT BOILER",128,139218,137623
139893,"POTTERS STAMP",128,137397,138899
139073,"POTTERS TOOL",128,138899,138899
139074,"POTTERS WHEEL",128,138899,138899
141118,"POUCH",128,141003,137103
138850,"POUCH",128,139266,138721
138851,"POUNCE POT",128,139261,138721
138852,"POUNCET BOX",128,139264,138721
191738,"POUNDER",128,139235,137098
140964,"POUNDER",128,139154,138899
137232,"POWDER FLASK",128,139259,138721
137233,"POWDER HORN",128,139259,138721
137348,"POWDER MEASURE",128,137353,139148
139795,"POWDER MEASURE",128,139649,138721
139417,"POWER SYMBOL",128,139781,139781
137965,"PRAYER BEAD",128,139414,137111
137413,"PRAYER BOOK",128,137368,137102
137966,"PRAYER BOOK",128,139415,137111
137963,"PRAYER SCROLL",128,139415,137111
137962,"PRAYER STICK",128,139415,137111
138968,"PRESS",128,139170,138899
139170,"PRESSING AND CRUSHING EQUIPMENT",128,138899,138899
139557,"PRICK SPUR",128,137653,137103
139558,"PRICKET",128,138255,137113
185662,"PRIMING FLASK",128,185660,138899
137236,"PRIMING FLASK",128,139259,138721
138853,"PRIMING HORN",128,139259,138721
139075,"PROBE",128,138899,138899
137295,"PROBE",128,137300,139149
137960,"PROCESSIONAL CROSS",128,137895,137111
140946,"PROJECTILE",128,139111,137109
139111,"PROJECTILE WEAPON",128,140984,137109
138296,"PRONG",128,137113,137113
137347,"PROPERTY MARKER",128,141055,139148
197295,"PROTECTIVE CLOTHING",128,139117,137103
139894,"PROTOTYPE",128,139864,139864
137346,"PROTRACTOR",128,139150,139148
186572,"PROVING MORTAR",128,137874,137109
137772,"PRUNING HOOK",128,139244,137098
138969,"PRUNING HOOK",128,139155,138899
137773,"PRUNING KNIFE",128,139244,137098
138970,"PRUNING KNIFE",128,138293,138899
137507,"PSALTERY",128,139188,139104
139076,"PULLEY",128,138899,138899
184727,"PUMP",128,138899,138899
184728,"PUMP HOUSING",128,138899,138899
138971,"PUNCH",128,139158,138899
139809,"PUNISHMENT AND RESTRAINT",128,,139809
137460,"PUPPET",128,137612,137110
141119,"PURSE",128,141003,137103
138854,"PURSE",128,139266,138721
137606,"PUZZLE",128,137110,137110
193577,"PUZZLE CUP",128,138778,138721
193593,"PUZZLE CUP",128,140999,138721
193585,"PUZZLE CUP",128,139664,137106
193397,"PUZZLE JUG",128,139658,137106
193413,"PUZZLE JUG",128,138807,138721
193382,"PUZZLE JUG",128,140992,138721
141008,"PYGMY CUP",128,139262,138721
137959,"PYX",128,137111,137111
137345,"QUADRANT",128,139150,139148
141058,"QUART",128,141005,139148
141059,"QUART",128,141004,138721
139933,"QUARTERSTAFF",128,139110,137109
139236,"QUERN",128,139235,137098
138972,"QUERN",128,139154,138899
139559,"QUERN ROUGHOUT",128,139750,139864
137390,"QUILL",128,139224,137102
138855,"QUIVER",128,139259,138721
137607,"QUOIT",128,137110,137110
141083,"RAIL",128,139780,139780
138973,"RAKE",128,138899,138899
137237,"RAPIER",128,137245,137109
139560,"RASP",128,139162,138899
137505,"RATCHET RATTLE",128,139182,139104
137491,"RATTLE",128,139182,139104
138974,"RAZOR",128,139155,138899
138113,"RAZOR",128,139135,137103
139077,"REAMER",128,138899,138899
137776,"REAPER",128,139245,137098
137777,"REAPING HOOK",128,139245,137098
138975,"REAPING HOOK",128,139155,138899
139462,"RECEIVER",128,139260,138721
193350,"RECTANGLE MICROLITH",128,138291,138899
139194,"REED BLOWN WIND INSTRUMENT",128,137512,139104
137514,"REED PIPE",128,139194,139104
139561,"REIN",128,139177,139938
139147,"RELIEF",128,137805,137113
137111,"RELIGION OR RITUAL",128,,137111
139262,"RELIGIOUS OR RITUAL CONTAINER",128,139247,138721
139414,"RELIGIOUS PERSONAL ACCESSORY",128,137111,137111
139413,"RELIGIOUS SCREEN",128,139410,137111
197301,"RELIGIOUS STANDARD",128,137111,137111
197302,"RELIGIOUS STANDARD",128,139781,139781
139410,"RELIGIOUS STRUCTURAL OBJECT",128,137111,137111
138034,"RELIQUARY",128,139412,137111
138856,"RELIQUARY",128,139262,138721
138032,"RELIQUARY CROSS",128,137895,137111
141038,"REPTILE REMAINS",128,183447,137105
184585,"RESIDUE",128,184584,137105
138857,"RETORT",128,139260,138721
196515,"RETOUCHED FLAKE",128,139463,139864
138298,"RETOUCHED FLAKE",128,139937,138899
137296,"RETRACTORS",128,137300,139149
193351,"RHOMBOID MICROLITH",128,138291,138899
139941,"RIBBON",128,139594,137103
141014,"RICE BIN",128,139267,138721
138071,"RIDGE TILE",128,138075,137099
137881,"RIFLE",128,137871,137109
184743,"RIGGING SPACER",128,139217,137112
179355,"RIM SHERD",128,179354,137113
139920,"RING",128,137113,137113
193424,"RING FLASK",128,138792,138721
193421,"RING FLASK",128,193418,138721
140681,"RING MONEY (CURRENCY)",128,137104,137104
140680,"RING MONEY (NON CURRENCY)",128,137113,137113
139078,"RIPPLER",128,138899,138899
138031,"RITUAL FLAIL",128,137111,137111
185683,"RITUAL SYMBOL",128,137111,137111
138251,"RIVET",128,138211,137113
138507,"ROBE",128,139120,137103
139857,"ROD",128,137113,137113
137506,"ROMMELPOT",128,139185,139104
139446,"ROOD SCREEN",128,139413,137111
138035,"ROOF FINIAL",128,179363,137099
138073,"ROOF SLAB",128,137983,137099
138074,"ROOF SLATE",128,138075,137099
138075,"ROOF TILE",128,138085,137099
196649,"ROOFING NAIL",128,138242,137113
141113,"ROPE",128,137113,137113
138030,"ROSARY",128,139414,137111
140689,"ROTARY KEY",128,138228,138899
138976,"ROTARY QUERN",128,138972,138899
139238,"ROTARY QUERN",128,139236,137098
139750,"ROUGHOUT",128,139864,139864
185145,"ROUND SHOT",128,137168,137109
193565,"ROUNDED BEAKER",128,139662,137106
193568,"ROUNDED BEAKER",128,141001,138721
193562,"ROUNDED BEAKER",128,138734,138721
193511,"ROUNDED BOWL",128,140990,138721
193485,"ROUNDED BOWL",128,138737,138721
193498,"ROUNDED BOWL",128,139679,137106
193573,"ROUNDED CUP",128,138778,138721
193589,"ROUNDED CUP",128,140999,138721
193581,"ROUNDED CUP",128,139664,137106
193446,"ROUNDED JAR",128,140991,138721
193432,"ROUNDED JAR",128,138806,138721
193392,"ROUNDED JUG",128,139658,137106
193408,"ROUNDED JUG",128,138807,138721
193377,"ROUNDED JUG",128,140992,138721
193609,"ROUNDED MUG",128,138826,138721
193599,"ROUNDED MUG",128,193594,138721
193604,"ROUNDED MUG",128,139671,137106
138252,"ROVE",128,138211,137113
139807,"ROWEL SPUR",128,137653,137103
137433,"ROWLOCK",128,139217,137112
185150,"RUBBLE",128,137113,137113
138630,"RUFF",128,139122,137103
139214,"RUG",128,138452,137107
137344,"RULE",128,139148,139148
138029,"RUNE STONE",128,137111,137111
138175,"RUSH LIGHT",128,139219,137623
140987,"SABRE",128,137245,137109
139689,"SACK",128,139257,138721
138859,"SACK",128,139249,138721
138028,"SACRIFICIAL KNIFE",128,139415,137111
139415,"SACRIFICIAL OR LIBATIONAL OBJECT",128,137111,137111
137652,"SADDLE",128,139938,139938
138978,"SADDLE QUERN",128,138972,138899
139239,"SADDLE QUERN",128,139236,137098
138860,"SAFE",128,139258,138721
191928,"SALT CELLAR",128,139678,137106
180805,"SALT CELLAR",128,139250,138721
190435,"SALT SHIP",128,139253,138721
140677,"SAMPLE",128,137105,137105
137342,"SAND GLASS",128,139151,139148
138478,"SANDAL",128,139118,137103
137393,"SANDSHAKER",128,139224,137102
